hole_id;depth_from;depth_to;LITH
C185640;9;10;LIM
C185640;10;11;LIM
C185640;11;12;LIM
C185640;12;13;LIM
C185640;13;14;LIM
C185640;14;15;LIM
C185640;15;16;LIM
C185640;16;17;LIM
C185640;17;18;LIM
C185640;18;19;LIM
C185640;19;20;LIM
C185640;20;21;LIM
C185640;21;22;LIM
C185640;22;23;LIM
C185640;23;24;LIM
C185640;24;25;SAP
C185640;25;26;SAP
C185640;26;27;SAP
C185640;27;28;BR
C185640;28;29;BR
C185640;29;30;BR
C185640;30;31;BR
C185640;31;31.27;BR
C185640;31.27;32;BR
C185640;32;33;BR
C185640;33;33.51;BR
C185640;33.51;34;BR
C185640;34;34.43;BR
C185640;34.43;35;BR
C185640;35;36;BR
C185640;36;37;BR
C185640;37;37.5;BR
C185641;0;1;LIM
C185641;1;2;LIM
C185641;2;3;LIM
C185641;3;4;LIM
C185641;4;5;LIM
C185641;5;6;LIM
C185641;6;7;LIM
C185641;7;8;LIM
C185641;8;9;LIM
C185641;9;10;LIM
C185641;10;11;LIM
C185641;11;12;LIM
C185641;12;13;LIM
C185641;13;14;LIM
C185641;14;15;LIM
C185641;15;16;SAP
C185641;16;17;SAP
C185641;17;18;SAP
C185641;18;19;SAP
C185641;19;20;SAP
C185641;20;21;SAP
C185641;21;22;SAP
C185641;22;23;SAP
C185641;23;24;SAP
C185641;24;25;SAP
C185641;25;26;SAP
C185641;26;26.38;SAP
C185641;26.38;27;SAP
C185641;27;28;SAP
C185641;28;29;BR
C185643;0;1;LIM
C185643;1;2;LIM
C185643;2;3;LIM
C185643;3;4;LIM
C185643;4;5;LIM
C185643;5;6;LIM
C185643;6;7;LIM
C185643;7;8;LIM
C185643;8;9;LIM
C185643;9;10;LIM
C185643;10;11;LIM
C185643;11;12;LIM
C185643;12;13;LIM
C185643;13;14;LIM
C185643;14;15;LIM
C185643;15;16;LIM
C185643;16;17;LIM
C185643;17;18;LIM
C185643;18;19;LIM
C185643;19;20;LIM
C185643;20;21;SAP
C185643;21;22;SAP
C185643;22;23;SAP
C185643;23;24;SAP
C185643;24;25;SAP
C185643;25;26;SAP
C185643;26;27;BR
C185645;0;1;LIM
C185645;1;2;LIM
C185645;2;3;LIM
C185645;3;4;LIM
C185645;4;5;LIM
C185645;5;6;LIM
C185645;6;7;LIM
C185645;7;8;LIM
C185645;8;9;LIM
C185645;9;10;LIM
C185645;10;11;SAP
C185645;11;12;SAP
C185645;12;13;SAP
C185645;13;14;SAP
C185645;14;15;SAP
C185645;15;16;SAP
C185645;16;17;SAP
C185645;17;18;SAP
C185645;18;19;SAP
C185645;19;20;SAP
C185645;20;21;BR
C185649;0;1;LIM
C185649;1;2;LIM
C185649;2;3;LIM
C185649;3;4;LIM
C185649;4;5;LIM
C185649;5;6;LIM
C185649;6;7;SAP
C185649;7;8;SAP
C185649;8;9;SAP
C185649;9;10;SAP
C185649;10;11;SAP
C185649;11;12;SAP
C185649;12;13;SAP
C185649;13;14;SAP
C185649;14;15;SAP
C185649;15;16;SAP
C185649;16;17;SAP
C185649;17;18;SAP
C185649;18;19;SAP
C185649;19;20;SAP
C185649;20;21;SAP
C185649;21;22;SAP
C185649;22;23;SAP
C185649;23;24;SAP
C185649;24;25;SAP
C185649;25;26;SAP
C185649;26;27;SAP
C185649;27;27.7;SAP
C185649;27.7;28;SAP
C185649;28;29;BR
C185649;29;30;BR
C185649;30;31;BR
C185649;31;32;BR
C185649;32;32.4;BR
C185650;0;1;LIM
C185650;1;2;LIM
C185650;2;3;LIM
C185650;3;4;LIM
C185650;4;5;LIM
C185650;5;6;LIM
C185650;6;7;LIM
C185650;7;8;LIM
C185650;8;9;LIM
C185650;9;10;LIM
C185650;10;11;LIM
C185650;11;11.21;LIM
C185650;11.21;11.42;LIM
C185650;11.42;12;SAP
C185650;12;13;SAP
C185650;13;13.34;BR
C185650;13.34;13.81;BR
C185650;13.81;14;BR
C185650;14;15;BR
C185650;15;16;BR
C185650;16;17;BR
C185650;17;17.3;BR
C185655;0;1;LIM
C185655;1;2;LIM
C185655;2;3;LIM
C185655;3;4;LIM
C185655;4;5;LIM
C185655;5;6;LIM
C185655;6;7;LIM
C185655;7;8;LIM
C185655;8;9;LIM
C185655;9;10;LIM
C185655;10;11;LIM
C185655;11;12;LIM
C185655;12;13;SAP
C185655;13;14;SAP
C185655;14;15;SAP
C185655;15;16;SAP
C185655;16;17;SAP
C185655;17;18;SAP
C185655;18;19;BR
C185655;19;20;BR
C185655;20;21;BR
C185656;0;1;LIM
C185656;1;2;LIM
C185656;2;3;LIM
C185656;3;4;LIM
C185656;4;5;LIM
C185656;5;6;LIM
C185656;6;7;LIM
C185656;7;8;LIM
C185656;8;9;SAP
C185656;9;10;SAP
C185656;10;11;SAP
C185656;11;12;SAP
C185656;12;13;SAP
C185656;13;14;SAP
C185656;14;15;SAP
C185656;15;16;SAP
C185656;16;17;SAP
C185656;17;18;BR
C185656;18;19;BR
C185656;19;20;BR
C185656;20;21;BR
C185656;21;22;BR
C185656;22;23;BR
C185656;23;23.25;BR
C185657;0;1;LIM
C185657;1;2;LIM
C185657;2;3;LIM
C185657;3;4;LIM
C185657;4;5;LIM
C185657;5;5.25;SAP
C185657;5.25;6;SAP
C185657;6;7;SAP
C185657;7;8;SAP
C185657;8;8.5;SAP
C185657;8.5;9;SAP
C185657;9;10;BR
C185657;10;11;BR
C185657;11;11.78;BR
C185665;0;1;LIM
C185665;1;2;LIM
C185665;2;3;LIM
C185665;3;4;LIM
C185665;4;5;LIM
C185665;5;6;LIM
C185665;6;7;SAP
C185665;7;8;BR
C185665;8;9;BR
C185665;9;10;BR
C185665;10;10.17;BR
C185665;10.17;11;BR
C185665;11;12;BR
C185665;12;12.58;BR
C185665;12.58;13;BR
C185665;13;13.24;BR
C185665;13.24;14;BR
C185665;14;15;BR
C185665;15;16;BR
C185666;0;1;LIM
C185666;1;2;LIM
C185666;2;3;LIM
C185666;3;4;LIM
C185666;4;5;LIM
C185666;5;6;LIM
C185666;6;7;LIM
C185666;7;8;LIM
C185666;8;9;LIM
C185666;9;10;LIM
C185666;10;11;LIM
C185666;11;12;LIM
C185666;12;13;LIM
C185666;13;14;SAP
C185666;14;15;SAP
C185666;15;15.23;SAP
C185666;15.23;16;BR
C185666;16;17;BR
C185666;17;18;BR
C185666;18;18.24;BR
C185667;0;1;LIM
C185667;1;2;LIM
C185667;2;3;LIM
C185667;3;4;LIM
C185667;4;5;LIM
C185667;5;6;LIM
C185667;6;7;LIM
C185667;7;8;LIM
C185667;8;9;LIM
C185667;9;10;SAP
C185667;10;11;SAP
C185667;11;12;SAP
C185667;12;13;SAP
C185667;13;14;SAP
C185667;14;15;SAP
C185667;15;16;SAP
C185667;16;17;BR
C185667;17;18;BR
C185667;18;19;BR
C185667;19;19.6;BR
C185668;0;1;LIM
C185668;1;2;LIM
C185668;2;3;LIM
C185668;3;4;LIM
C185668;4;5;LIM
C185668;5;6;LIM
C185668;6;7;LIM
C185668;7;8;LIM
C185668;8;9;LIM
C185668;9;10;LIM
C185668;10;11;LIM
C185668;11;12;SAP
C185668;12;13;SAP
C185668;13;14;SAP
C185668;14;14.35;SAP
C185668;14.35;14.61;SAP
C185668;14.61;15;SAP
C185668;15;16;SAP
C185668;16;17;SAP
C185668;17;18;SAP
C185668;18;19;SAP
C185668;19;20;SAP
C185668;20;21;SAP
C185668;21;22;SAP
C185668;22;23;SAP
C185668;23;24;SAP
C185668;24;24.69;SAP
C185668;24.69;25;SAP
C185668;25;25.48;SAP
C185668;25.48;25.8;SAP
C185668;25.8;26;SAP
C185668;26;26.55;SAP
C185668;26.55;26.8;SAP
C185668;26.8;27;SAP
C185668;27;28;SAP
C185668;28;28.64;SAP
C185668;28.64;29;SAP
C185668;29;30;BR
C185668;30;31;BR
C185668;31;32;BR
C185668;32;33;BR
C185668;33;34;BR
C185668;34;35;BR
C185668;35;36;BR
C185668;36;36.3;BR
C185669;0;1;LIM
C185669;1;2;LIM
C185669;2;3;LIM
C185669;3;4;LIM
C185669;4;5;LIM
C185669;5;6;LIM
C185669;6;7;LIM
C185669;7;8;LIM
C185669;8;9;SAP
C185669;9;10;SAP
C185669;10;11;SAP
C185669;11;12;SAP
C185669;12;13;SAP
C185669;13;13.22;SAP
C185669;13.22;14;SAP
C185669;14;15;SAP
C185669;15;16;SAP
C185669;16;16.31;SAP
C185669;16.31;16.83;SAP
C185669;16.83;17;SAP
C185669;17;17.45;SAP
C185669;17.45;18;SAP
C185669;18;19;SAP
C185669;19;20;SAP
C185670;0;1;LIM
C185670;1;2;LIM
C185670;2;3;LIM
C185670;3;4;LIM
C185670;4;5;LIM
C185670;5;6;LIM
C185670;6;7;LIM
C185670;7;8;LIM
C185670;8;9;LIM
C185670;9;10;LIM
C185670;10;11;LIM
C185670;11;12;LIM
C185670;12;13;SAP
C185670;13;14;SAP
C185670;14;15;SAP
C185670;15;16;SAP
C185670;16;17;BR
C185670;17;18;BR
C185671;0;1;LIM
C185671;1;2;LIM
C185671;2;3;LIM
C185671;3;4;LIM
C185671;4;5;LIM
C185671;5;6;LIM
C185671;6;6.7;LIM
C185671;6.7;7;LIM
C185671;7;8;LIM
C185671;8;9;LIM
C185671;9;9.3;LIM
C185671;9.3;9.52;SAP
C185671;9.52;9.75;SAP
C185671;9.75;10;SAP
C185671;10;10.3;SAP
C185671;10.3;10.5;SAP
C185671;10.5;10.75;SAP
C185671;10.75;11;SAP
C185671;11;12;SAP
C185671;12;12.65;SAP
C185671;12.65;13;BR
C185671;13;14;BR
C185671;14;15;BR
C185671;15;16;BR
C185671;16;17;BR
C185672;0;1;LIM
C185672;1;2;LIM
C185672;2;3;LIM
C185672;3;4;LIM
C185672;4;5;SAP
C185672;5;6;SAP
C185672;6;6.52;SAP
C185672;6.52;7;SAP
C185672;7;8;BR
C185672;8;9;BR
C185672;9;10;BR
C185672;10;10.45;BR
C185673;0;1;LIM
C185673;1;2;LIM
C185673;2;3;LIM
C185673;3;4;LIM
C185673;4;5;LIM
C185673;5;6;LIM
C185673;6;7;LIM
C185673;7;8;LIM
C185673;8;9;LIM
C185673;9;10;LIM
C185673;10;11;SAP
C185673;11;12;SAP
C185673;12;13;SAP
C185673;13;14;SAP
C185673;14;14.77;SAP
C185673;14.77;15;BR
C185673;15;16;BR
C185673;16;17;BR
C185673;17;18;BR
C185676;0;1;LIM
C185676;1;2;LIM
C185676;2;3;LIM
C185676;3;4;LIM
C185676;4;5;SAP
C185676;5;6;SAP
C185676;6;7;SAP
C185676;7;8;SAP
C185676;8;9;BR
C185676;9;10;BR
C185676;10;11;BR
C185687;0;1;LIM
C185687;1;2;LIM
C185687;2;3;LIM
C185687;3;4;LIM
C185687;4;5;LIM
C185687;5;6;LIM
C185687;6;7;LIM
C185687;7;8;LIM
C185687;8;9;LIM
C185687;9;10;LIM
C185687;10;11;LIM
C185687;11;12;LIM
C185687;12;13;LIM
C185687;13;14;LIM
C185687;14;15;LIM
C185687;15;16;SAP
C185687;16;17;SAP
C185687;17;18;SAP
C185687;18;19;SAP
C185687;19;20;SAP
C185687;20;21;SAP
C185687;21;22;SAP
C185687;22;23;SAP
C185687;23;24;SAP
C185687;24;25;SAP
C185687;25;26;SAP
C185687;26;27;SAP
C185687;27;27.44;SAP
C185687;27.44;28;SAP
C185687;28;29;SAP
C185687;29;30;SAP
C185687;30;30.56;SAP
C185687;30.56;31;SAP
C185687;31;32;SAP
C185687;32;33;SAP
C185687;33;34;SAP
C185687;34;34.3;SAP
C185687;34.3;35;BR
C185687;35;36;BR
C185687;36;36.35;BR
C185687;36.35;37;BR
C185687;37;38;BR
C185687;38;38.3;BR
C185688;0;1;LIM
C185688;1;2;LIM
C185688;2;3;LIM
C185688;3;4;LIM
C185688;4;5;LIM
C185688;5;6;LIM
C185688;6;7;LIM
C185688;7;8;SAP
C185688;8;9;SAP
C185688;9;10;SAP
C185688;10;11;SAP
C185688;11;12;SAP
C185688;12;13;SAP
C185688;13;14;SAP
C185688;14;15;SAP
C185688;15;16;SAP
C185688;16;17;SAP
C185688;17;18;SAP
C185688;18;19;SAP
C185688;19;20;SAP
C185688;20;21;SAP
C185688;21;22;SAP
C185688;22;23;SAP
C185688;23;24;SAP
C185688;24;25;SAP
C185688;25;25.3;SAP
C185688;25.3;26;SAP
C185688;26;27;SAP
C185688;27;28;BR
C185689;0;1;LIM
C185689;1;2;LIM
C185689;2;3;LIM
C185689;3;4;LIM
C185689;4;5;LIM
C185689;5;6;LIM
C185689;6;7;LIM
C185689;7;8;LIM
C185689;8;9;LIM
C185689;9;10;SAP
C185689;10;11;SAP
C185689;11;12;SAP
C185689;12;13;SAP
C185689;13;14;SAP
C185689;14;15;SAP
C185689;15;16;SAP
C185689;16;17;SAP
C185689;17;18;SAP
C185689;18;19;SAP
C185689;19;19.55;SAP
C185689;19.55;20;SAP
C185689;20;21;SAP
C185689;21;22;BR
C185689;22;23;BR
C185689;23;23.65;BR
C185692;0;1;LIM
C185692;1;2;LIM
C185692;2;3;LIM
C185692;3;4;LIM
C185692;4;5;LIM
C185692;5;6;LIM
C185692;6;7;LIM
C185692;7;8;LIM
C185692;8;9;LIM
C185692;9;10;LIM
C185692;10;11;LIM
C185692;11;12;SAP
C185692;12;13;SAP
C185692;13;13.47;SAP
C185692;13.47;14;SAP
C185692;14;15;SAP
C185692;15;16;SAP
C185692;16;17;SAP
C185692;17;17.27;SAP
C185692;17.27;18;BR
C185692;18;19;BR
C185692;19;19.6;BR
C185693;0;1;LIM
C185693;1;2;LIM
C185693;2;3;LIM
C185693;3;4;LIM
C185693;4;5;LIM
C185693;5;6;LIM
C185693;6;7;SAP
C185693;7;8;SAP
C185693;8;9;SAP
C185693;9;10;SAP
C185693;10;10.44;SAP
C185693;10.44;11;SAP
C185693;11;12;SAP
C185693;12;13;SAP
C185693;13;14;SAP
C185693;14;15;BR
C185693;15;16;BR
C185693;16;17;BR
C185694;0;1;LIM
C185694;1;2;LIM
C185694;2;3;LIM
C185694;3;3.46;LIM
C185694;3.46;4;SAP
C185694;4;5;SAP
C185694;5;6;SAP
C185694;6;7;SAP
C185694;7;7.49;SAP
C185694;7.49;8;SAP
C185694;8;8.74;SAP
C185694;8.74;9;SAP
C185694;9;9.41;SAP
C185694;9.41;10;SAP
C185694;10;11;SAP
C185694;11;12;SAP
C185694;12;13;SAP
C185694;13;14;SAP
C185695;0;1;LIM
C185695;1;2;LIM
C185695;2;3;LIM
C185695;3;4;LIM
C185695;4;5;LIM
C185695;5;6;SAP
C185695;6;7;SAP
C185695;7;8;SAP
C185695;8;9;SAP
C185695;9;10;SAP
C185695;10;10.26;SAP
C185695;10.26;11;BR
C185695;11;11.23;BR
C185695;11.23;12;BR
C185695;12;12.53;BR
C185695;12.53;13;BR
C185695;13;14;BR
C185695;14;15;BR
C185740;0;1;LIM
C185740;1;2;LIM
C185740;2;3;LIM
C185740;3;4;LIM
C185740;4;5;LIM
C185740;5;6;LIM
C185740;6;7;SAP
C185740;7;8;SAP
C185740;8;9;SAP
C185740;9;10;SAP
C185740;10;11;SAP
C185740;11;11.71;SAP
C185740;11.71;12;SAP
C185740;12;12.37;SAP
C185740;12.37;12.58;SAP
C185740;12.58;13;SAP
C185740;13;13.35;SAP
C185740;13.35;14;BR
C185740;14;15;BR
C185740;15;15.35;BR
C185740;15.35;16;BR
C185740;16;17;BR
C185740;17;18;BR
C185740;18;19;BR
C185741;0;1;LIM
C185741;1;2;LIM
C185741;2;3;LIM
C185741;3;4;LIM
C185741;4;5;LIM
C185741;5;6;LIM
C185741;6;7;LIM
C185741;7;8;LIM
C185741;8;9;LIM
C185741;9;10;LIM
C185741;10;11;LIM
C185741;11;12;LIM
C185741;12;13;LIM
C185741;13;14;LIM
C185741;14;15;LIM
C185741;15;16;LIM
C185741;16;17;LIM
C185741;17;18;LIM
C185741;18;19;LIM
C185741;19;20;LIM
C185741;20;21;LIM
C185741;21;22;LIM
C185741;22;23;SAP
C185741;23;24;SAP
C185741;24;24.28;SAP
C185741;24.28;24.68;SAP
C185741;24.68;25;SAP
C185741;25;25.75;SAP
C185741;25.75;26;BR
C185741;26;26.32;BR
C185741;26.32;27;BR
C185741;27;27.37;BR
C185741;27.37;28;BR
C185741;28;29;BR
C185741;29;30;BR
C185741;30;30.6;BR
C185742;0;1;LIM
C185742;1;2;LIM
C185742;2;3;LIM
C185742;3;4;LIM
C185742;4;5;LIM
C185742;5;6;LIM
C185742;6;7;LIM
C185742;7;8;LIM
C185742;8;9;LIM
C185742;9;10;LIM
C185742;10;11;LIM
C185742;11;12;LIM
C185742;12;13;SAP
C185742;13;14;SAP
C185742;14;15;SAP
C185742;15;16;SAP
C185742;16;16.71;SAP
C185742;16.71;17;SAP
C185742;17;17.67;SAP
C185742;17.67;18;SAP
C185742;18;18.3;SAP
C185742;18.3;18.55;SAP
C185742;18.55;19;BR
C185742;19;19.42;BR
C185742;19.42;20;BR
C185742;20;21;BR
C185742;21;22;BR
C185742;22;23;BR
C185742;23;24;BR
C185743;0;1;LIM
C185743;1;2;LIM
C185743;2;3;LIM
C185743;3;4;LIM
C185743;4;5;LIM
C185743;5;6;LIM
C185743;6;7;LIM
C185743;7;8;LIM
C185743;8;9;LIM
C185743;9;10;LIM
C185743;10;11;LIM
C185743;11;12;LIM
C185743;12;13;LIM
C185743;13;14;LIM
C185743;14;15;SAP
C185743;15;15.5;SAP
C185743;15.5;16;SAP
C185743;16;16.53;SAP
C185743;16.53;17;SAP
C185743;17;18;SAP
C185743;18;18.64;SAP
C185743;18.64;19;SAP
C185743;19;19.31;SAP
C185743;19.31;20;SAP
C185743;20;21;SAP
C185743;21;22;SAP
C185743;22;23;SAP
C185743;23;24;SAP
C185743;24;24.25;SAP
C185743;24.25;25;SAP
C185743;25;26;SAP
C185743;26;27;SAP
C185743;27;28;SAP
C185743;28;29;BR
C185743;29;30;BR
C185743;30;31;BR
C185743;31;32;BR
C185744;0;1;LIM
C185744;1;2;LIM
C185744;2;3;LIM
C185744;3;4;LIM
C185744;4;5;LIM
C185744;5;6;LIM
C185744;6;7;LIM
C185744;7;8;LIM
C185744;8;9;LIM
C185744;9;10;LIM
C185744;10;11;SAP
C185744;11;12;SAP
C185744;12;13;SAP
C185744;13;14;SAP
C185744;14;15;SAP
C185744;15;16;SAP
C185744;16;17;SAP
C185744;17;17.7;SAP
C185744;17.7;18;SAP
C185744;18;19;SAP
C185744;19;20;BR
C185744;20;21;BR
C185744;21;21.32;BR
C185744;21.32;22;BR
C185744;22;23;BR
C185745;0;1;LIM
C185745;1;2;LIM
C185745;2;3;LIM
C185745;3;4;LIM
C185745;4;5;LIM
C185745;5;6;SAP
C185745;6;7;SAP
C185745;7;8;SAP
C185745;8;8.35;SAP
C185745;8.35;9;SAP
C185745;9;10;SAP
C185745;10;10.5;BR
C185745;10.5;11;BR
C185745;11;12;BR
C185745;12;13;BR
C185783;0;1;LIM
C185783;1;2;LIM
C185783;2;3;LIM
C185783;3;4;LIM
C185783;4;5;LIM
C185783;5;6;LIM
C185783;6;7;LIM
C185783;7;8;LIM
C185783;8;9;LIM
C185783;9;10;LIM
C185783;10;11;LIM
C185783;11;12;LIM
C185783;12;13;LIM
C185783;13;14;SAP
C185783;14;15;SAP
C185783;15;15.8;SAP
C185783;15.8;16;SAP
C185783;16;16.6;BR
C185783;16.6;17;BR
C185783;17;18;BR
C185783;18;19;BR
C185794;0;1;LIM
C185794;1;2;LIM
C185794;2;3;LIM
C185794;3;4;SAP
C185794;4;5;SAP
C185794;5;6;SAP
C185794;6;6.3;BR
C185794;6.3;7;BR
C185794;7;7.45;BR
C185795;0;1;LIM
C185795;1;2;LIM
C185795;2;3;LIM
C185795;3;4;LIM
C185795;4;5;LIM
C185795;5;6;LIM
C185795;6;7;LIM
C185795;7;8;LIM
C185795;8;9;SAP
C185795;9;10;SAP
C185795;10;11;SAP
C185795;11;12;SAP
C185795;12;13;SAP
C185795;13;14;SAP
C185795;14;15;SAP
C185795;15;16;SAP
C185795;16;17;SAP
C185795;17;18;SAP
C185795;18;19;SAP
C185795;19;20;SAP
C185795;20;21;SAP
C185795;21;22;SAP
C185795;22;23;SAP
C185795;23;23.55;BR
C185814;0;1;LIM
C185814;1;2;LIM
C185814;2;3;LIM
C185814;3;4;LIM
C185814;4;5;LIM
C185814;5;6;LIM
C185814;6;7;LIM
C185814;7;8;LIM
C185814;8;9;LIM
C185814;9;10;LIM
C185814;10;11;LIM
C185814;11;12;LIM
C185814;12;13;LIM
C185814;13;13.35;SAP
C185814;13.35;14;SAP
C185814;14;14.75;SAP
C185814;14.75;15;SAP
C185814;15;15.2;SAP
C185814;15.2;16;SAP
C185814;16;16.8;SAP
C185814;16.8;17;SAP
C185814;17;18;SAP
C185814;18;19;SAP
C185814;19;20;SAP
C185814;20;21;BR
C185814;21;22;BR
C185814;22;23;BR
C185866;0;1;LIM
C185866;1;2;LIM
C185866;2;3;LIM
C185866;3;4;LIM
C185866;4;5;LIM
C185866;5;6;LIM
C185866;6;7;LIM
C185866;7;8;LIM
C185866;8;9;LIM
C185866;9;10;LIM
C185866;10;11;LIM
C185866;11;12;LIM
C185866;12;13;LIM
C185866;13;14;LIM
C185866;14;15;LIM
C185866;15;16;SAP
C185866;16;17;SAP
C185866;17;17.78;SAP
C185866;17.78;18;BR
C185866;18;19;BR
C185866;19;19.72;BR
C185866;19.72;20;BR
C185866;20;20.54;BR
C185866;20.54;20.8;BR
C185866;20.8;21;BR
C185866;21;21.27;BR
C185866;21.27;22;BR
C185866;22;23;BR
C185866;23;24;BR
C185867;0;1;LIM
C185867;1;2;LIM
C185867;2;3;LIM
C185867;3;4;LIM
C185867;4;5;LIM
C185867;5;6;LIM
C185867;6;7;LIM
C185867;7;8;LIM
C185867;8;9;LIM
C185867;9;10;LIM
C185867;10;11;LIM
C185867;11;12;LIM
C185867;12;13;SAP
C185867;13;14;SAP
C185867;14;15;SAP
C185867;15;16;SAP
C185867;16;16.45;SAP
C185867;16.45;16.77;SAP
C185867;16.77;17;SAP
C185867;17;17.83;SAP
C185867;17.83;18;SAP
C185867;18;19;BR
C185867;19;20;BR
C185867;20;21;BR
C185868;0;1;LIM
C185868;1;2;LIM
C185868;2;3;LIM
C185868;3;4;LIM
C185868;4;5;LIM
C185868;5;6;LIM
C185868;6;7;LIM
C185868;7;8;LIM
C185868;8;9;LIM
C185868;9;10;LIM
C185868;10;11;LIM
C185868;11;12;LIM
C185868;12;13;LIM
C185868;13;14;SAP
C185868;14;15;SAP
C185868;15;15.6;SAP
C185868;15.6;16;SAP
C185868;16;17;BR
C185868;17;17.5;BR
C185868;17.5;18;BR
C185868;18;19;BR
C185868;19;20;BR
C185868;20;21;BR
C185868;21;22;BR
C185869;0;1;LIM
C185869;1;2;LIM
C185869;2;3;LIM
C185869;3;4;LIM
C185869;4;5;LIM
C185869;5;6;LIM
C185869;6;7;LIM
C185869;7;8;LIM
C185869;8;9;LIM
C185869;9;10;LIM
C185869;10;11;LIM
C185869;11;11.37;SAP
C185869;11.37;12;BR
C185869;12;13;BR
C185869;13;14;BR
C185869;14;14.25;BR
C185869;14.25;15;BR
C185869;15;15.47;BR
C185869;15.47;15.74;BR
C185869;15.74;16;BR
C185869;16;16.55;BR
C185869;16.55;17;BR
C185869;17;17.25;BR
C185869;17.25;17.75;BR
C185869;17.75;18;BR
C185869;18;19;BR
C185869;19;19.3;BR
C185869;19.3;19.6;BR
C185869;19.6;20;BR
C185869;20;21;BR
C185869;21;22;BR
C185870;0;1;LIM
C185870;1;2;LIM
C185870;2;3;LIM
C185870;3;4;LIM
C185870;4;5;LIM
C185870;5;6;LIM
C185870;6;7;LIM
C185870;7;8;LIM
C185870;8;9;LIM
C185870;9;10;LIM
C185870;10;11;SAP
C185870;11;11.3;SAP
C185870;11.3;12;SAP
C185870;12;12.68;SAP
C185870;12.68;13;SAP
C185870;13;13.44;SAP
C185870;13.44;14;SAP
C185870;14;15;SAP
C185870;15;15.67;SAP
C185870;15.67;16;SAP
C185870;16;16.7;SAP
C185870;16.7;17;SAP
C185870;17;17.18;SAP
C185870;17.18;18;SAP
C185870;18;19;SAP
C185870;19;20;BR
C185870;20;21;BR
C185872;0;1;LIM
C185872;1;2;LIM
C185872;2;3;LIM
C185872;3;4;LIM
C185872;4;5;LIM
C185872;5;6;LIM
C185872;6;7;LIM
C185872;7;8;LIM
C185872;8;9;LIM
C185872;9;10;LIM
C185872;10;11;LIM
C185872;11;12;LIM
C185872;12;13;LIM
C185872;13;14;LIM
C185872;14;15;SAP
C185872;15;16;SAP
C185872;16;17;SAP
C185872;17;18;SAP
C185872;18;18.25;SAP
C185872;18.25;19;SAP
C185872;19;20;SAP
C185872;20;20.35;SAP
C185872;20.35;20.63;SAP
C185872;20.63;21;SAP
C185872;21;21.68;SAP
C185872;21.68;22;BR
C185872;22;23;BR
C185872;23;24;BR
C185872;24;25;BR
C185874;0;1;LIM
C185874;1;2;LIM
C185874;2;3;LIM
C185874;3;4;LIM
C185874;4;5;LIM
C185874;5;6;LIM
C185874;6;7;LIM
C185874;7;8;LIM
C185874;8;8.19;LIM
C185874;8.19;8.61;LIM
C185874;8.61;9;LIM
C185874;9;9.66;LIM
C185874;9.66;10;LIM
C185874;10;10.35;LIM
C185874;10.35;10.54;LIM
C185874;10.54;11;LIM
C185874;11;12;LIM
C185874;12;12.6;SAP
C185874;12.6;13;SAP
C185874;13;14;SAP
C185874;14;14.33;SAP
C185874;14.33;15;SAP
C185874;15;16;SAP
C185874;16;17;SAP
C185874;17;17.29;SAP
C185874;17.29;17.5;SAP
C185874;17.5;18;SAP
C185874;18;18.84;SAP
C185874;18.84;19;SAP
C185874;19;20;BR
C185874;20;21;BR
C185874;21;22;BR
C185874;22;22.25;BR
C185874;22.25;22.65;BR
C185874;22.65;23;BR
C185874;23;23.43;BR
C185874;23.43;24;BR
C185874;24;25;BR
C185874;25;26;BR
