hole_id;depth_from;depth_to;LITH
C185874;26;26.35;BR
C185874;26.35;27;BR
C185874;27;28;BR
C185874;28;28.4;BR
C185874;28.4;29;BR
C185874;29;30;BR
C185874;30;31;BR
C185875;0;1;LIM
C185875;1;2;LIM
C185875;2;3;LIM
C185875;3;4;LIM
C185875;4;5;LIM
C185875;5;6;LIM
C185875;6;7;LIM
C185875;7;8;LIM
C185875;8;9;LIM
C185875;9;9.57;LIM
C185875;9.57;10;LIM
C185875;10;11;LIM
C185875;11;12;LIM
C185875;12;13;LIM
C185875;13;14;LIM
C185875;14;15;LIM
C185875;15;16;LIM
C185875;16;17;LIM
C185875;17;17.48;LIM
C185875;17.48;18;LIM
C185875;18;19;LIM
C185875;19;20;LIM
C185875;20;21;LIM
C185875;21;22;LIM
C185875;22;23;LIM
C185875;23;24;LIM
C185875;24;24.44;LIM
C185875;24.44;25;LIM
C185875;25;26;SAP
C185875;26;27;SAP
C185875;27;28;SAP
C185875;28;29;SAP
C185875;29;29.76;SAP
C185875;29.76;30;BR
C185875;30;31;BR
C185875;31;32;BR
C185875;32;33;BR
C185875;33;34;BR
C185876;0;1;LIM
C185876;1;2;LIM
C185876;2;3;LIM
C185876;3;4;LIM
C185876;4;5;LIM
C185876;5;6;LIM
C185876;6;7;LIM
C185876;7;8;LIM
C185876;8;9;LIM
C185876;9;9.75;LIM
C185876;9.75;10;LIM
C185876;10;11;LIM
C185876;11;12;LIM
C185876;12;13;LIM
C185876;13;14;LIM
C185876;14;15;LIM
C185876;15;16;LIM
C185876;16;17;LIM
C185876;17;18;SAP
C185876;18;19;SAP
C185876;19;20;SAP
C185876;20;21;SAP
C185876;21;22;BR
C185876;22;22.3;BR
C185876;22.3;23;BR
C185876;23;23.38;BR
C185876;23.38;24;BR
C185876;24;25;BR
C185876;25;25.4;BR
C185876;25.4;26;BR
C185876;26;26.7;BR
C185876;26.7;27;BR
C185876;27;28;BR
C185876;28;29;BR
C185876;29;29.37;BR
C185876;29.37;30;BR
C185876;30;30.6;BR
C185876;30.6;31;BR
C185876;31;32;BR
C185876;32;33;BR
C185876;33;34;BR
C185876;34;35;BR
C185877;0;1;LIM
C185877;1;2;LIM
C185877;2;3;LIM
C185877;3;4;LIM
C185877;4;5;LIM
C185877;5;6;LIM
C185877;6;7;LIM
C185877;7;8;LIM
C185877;8;9;LIM
C185877;9;10;LIM
C185877;10;11;LIM
C185877;11;12;LIM
C185877;12;13;SAP
C185877;13;14;SAP
C185877;14;15;SAP
C185877;15;16;SAP
C185877;16;17;SAP
C185877;17;18;BR
C185877;18;19;BR
C185877;19;20;BR
C185881;0;1;LIM
C185881;1;2;LIM
C185881;2;3;LIM
C185881;3;4;LIM
C185881;4;5;LIM
C185881;5;6;LIM
C185881;6;7;LIM
C185881;7;8;LIM
C185881;8;9;LIM
C185881;9;10;LIM
C185881;10;11;LIM
C185881;11;12;SAP
C185881;12;13;SAP
C185881;13;14;SAP
C185881;14;15;SAP
C185881;15;16;SAP
C185881;16;17;SAP
C185881;17;18;SAP
C185881;18;19;SAP
C185881;19;20;SAP
C185881;20;21;SAP
C185881;21;22;SAP
C185881;22;23;SAP
C185881;23;23.18;SAP
C185881;23.18;24;SAP
C185881;24;24.63;SAP
C185881;24.63;25;SAP
C185881;25;26;SAP
C185881;26;27;SAP
C185881;27;27.27;SAP
C185881;27.27;27.6;SAP
C185881;27.6;28;SAP
C185881;28;28.54;SAP
C185881;28.54;29;SAP
C185881;29;29.23;SAP
C185881;29.23;30;SAP
C185881;30;31;SAP
C185881;31;31.38;SAP
C185881;31.38;32;BR
C185881;32;32.7;BR
C185881;32.7;33;BR
C185881;33;34;BR
C185881;34;34.75;BR
C185881;34.75;35;BR
C185881;35;36;BR
C185881;36;37;BR
C185882;0;1;LIM
C185882;1;2;LIM
C185882;2;3;LIM
C185882;3;4;LIM
C185882;4;5;LIM
C185882;5;6;LIM
C185882;6;7;LIM
C185882;7;8;LIM
C185882;8;9;LIM
C185882;9;10;LIM
C185882;10;11;LIM
C185882;11;12;LIM
C185882;12;13;SAP
C185882;13;14;SAP
C185882;14;15;SAP
C185882;15;16;SAP
C185882;16;17;SAP
C185882;17;18;SAP
C185882;18;19;SAP
C185882;19;20;SAP
C185882;20;20.8;SAP
C185882;20.8;21;SAP
C185882;21;22;SAP
C185882;22;22.2;SAP
C185882;22.2;22.83;SAP
C185882;22.83;23;BR
C185882;23;24;BR
C185882;24;25;BR
C185882;25;26;BR
C185883;0;1;LIM
C185883;1;2;LIM
C185883;2;3;LIM
C185883;3;4;LIM
C185883;4;5;LIM
C185883;5;6;LIM
C185883;6;7;LIM
C185883;7;8;LIM
C185883;8;9;LIM
C185883;9;10;LIM
C185883;10;11;LIM
C185883;11;12;LIM
C185883;12;13;LIM
C185883;13;14;SAP
C185883;14;14.75;SAP
C185883;14.75;15;SAP
C185883;15;16;SAP
C185883;16;16.45;SAP
C185883;16.45;16.8;SAP
C185883;16.8;17;SAP
C185883;17;17.24;SAP
C185883;17.24;18;SAP
C185883;18;18.75;SAP
C185883;18.75;19;SAP
C185883;19;19.45;SAP
C185883;19.45;19.75;SAP
C185883;19.75;20;SAP
C185883;20;20.42;SAP
C185883;20.42;20.65;SAP
C185883;20.65;21;SAP
C185883;21;22;SAP
C185883;22;22.17;SAP
C185883;22.17;23;SAP
C185883;23;24;SAP
C185883;24;24.5;SAP
C185883;24.5;25;BR
C185883;25;25.3;BR
C185883;25.3;26;BR
C185883;26;27;BR
C185883;27;28;BR
C185884;0;1;LIM
C185884;1;2;LIM
C185884;2;3;LIM
C185884;3;4;LIM
C185884;4;5;LIM
C185884;5;6;LIM
C185884;6;7;LIM
C185884;7;8;LIM
C185884;8;9;LIM
C185884;9;10;LIM
C185884;10;11;LIM
C185884;11;11.16;LIM
C185884;11.16;11.83;LIM
C185884;11.83;12;LIM
C185884;12;13;LIM
C185884;13;14;SAP
C185884;14;15;SAP
C185884;15;15.25;BR
C185884;15.25;15.6;BR
C185884;15.6;16;BR
C185884;16;17;BR
C185884;17;17.6;BR
C185884;17.6;18;BR
C185884;18;18.37;BR
C185884;18.37;19;BR
C185884;19;19.25;BR
C185884;19.25;20;BR
C185884;20;21;BR
C185884;21;22;BR
C185884;22;22.6;BR
C185884;22.6;23;BR
C185884;23;24;BR
C185884;24;25;BR
C185885;0;1;LIM
C185885;1;2;LIM
C185885;2;3;LIM
C185885;3;4;LIM
C185885;4;5;LIM
C185885;5;6;LIM
C185885;6;6.33;LIM
C185885;6.33;6.55;LIM
C185885;6.55;7;LIM
C185885;7;8;LIM
C185885;8;9;LIM
C185885;9;10;LIM
C185885;10;11;LIM
C185885;11;12;LIM
C185885;12;12.38;SAP
C185885;12.38;13;SAP
C185885;13;14;BR
C185885;14;15;BR
C185885;15;15.55;BR
C185885;15.55;16;BR
C185885;16;17;BR
C185886;0;1;LIM
C185886;1;2;LIM
C185886;2;3;LIM
C185886;3;4;LIM
C185886;4;5;LIM
C185886;5;6;LIM
C185886;6;7;LIM
C185886;7;8;LIM
C185886;8;9;SAP
C185886;9;10;SAP
C185886;10;11;SAP
C185886;11;11.39;SAP
C185886;11.39;12;SAP
C185886;12;13;SAP
C185886;13;13.15;SAP
C185886;13.15;14;BR
C185886;14;15;BR
C185886;15;15.77;BR
C185886;15.77;16;BR
C185886;16;17;BR
C185886;17;18;BR
C185886;18;19;BR
C185886;19;20;BR
C185886;20;21;BR
C185886;21;22;BR
C185886;22;23;BR
C185886;23;24;BR
C185886;24;25;BR
C185887;0;1;LIM
C185887;1;2;LIM
C185887;2;3;LIM
C185887;3;4;LIM
C185887;4;5;LIM
C185887;5;6;LIM
C185887;6;7;LIM
C185887;7;8;LIM
C185887;8;9;SAP
C185887;9;10;SAP
C185887;10;11;SAP
C185887;11;11.76;SAP
C185887;11.76;12;SAP
C185887;12;12.45;SAP
C185887;12.45;13;SAP
C185887;13;14;SAP
C185887;14;15;SAP
C185887;15;16;SAP
C185887;16;17;SAP
C185887;17;17.29;SAP
C185887;17.29;17.72;SAP
C185887;17.72;18;SAP
C185887;18;19;SAP
C185887;19;20;BR
C185887;20;21;BR
C185887;21;22;BR
C185887;22;23;BR
C185887;23;24;BR
C185888;0;1;LIM
C185888;1;2;LIM
C185888;2;3;LIM
C185888;3;4;LIM
C185888;4;5;LIM
C185888;5;6;LIM
C185888;6;7;LIM
C185888;7;8;SAP
C185888;8;9;SAP
C185888;9;10;SAP
C185888;10;11;SAP
C185888;11;12;SAP
C185888;12;13;SAP
C185888;13;14;SAP
C185888;14;15;SAP
C185888;15;16;SAP
C185888;16;17;SAP
C185888;17;18;SAP
C185888;18;19;SAP
C185888;19;20;SAP
C185888;20;21;SAP
C185888;21;22;BR
C185888;22;23;BR
C185888;23;23.42;BR
C185888;23.42;24;BR
C185888;24;25;BR
C185888;25;26;BR
C185888;26;27;BR
C185888;27;28;BR
C185888;28;29;BR
C185889;0;1;LIM
C185889;1;2;LIM
C185889;2;3;LIM
C185889;3;4;LIM
C185889;4;5;LIM
C185889;5;6;LIM
C185889;6;7;LIM
C185889;7;8;LIM
C185889;8;9;LIM
C185889;9;10;LIM
C185889;10;11;SAP
C185889;11;12;SAP
C185889;12;13;SAP
C185889;13;14;SAP
C185889;14;15;SAP
C185889;15;16;SAP
C185889;16;17;SAP
C185889;17;18;SAP
C185889;18;19;SAP
C185889;19;20;SAP
C185889;20;21;SAP
C185889;21;22;SAP
C185889;22;23;SAP
C185889;23;24;SAP
C185889;24;24.34;SAP
C185889;24.34;25;SAP
C185889;25;26;BR
C185889;26;26.79;BR
C185889;26.79;27;BR
C185889;27;28;BR
C185889;28;29;BR
C185889;29;30;BR
C185890;0;1;LIM
C185890;1;2;LIM
C185890;2;3;LIM
C185890;3;4;LIM
C185890;4;5;LIM
C185890;5;6;LIM
C185890;6;7;SAP
C185890;7;8;SAP
C185890;8;9;SAP
C185890;9;10;SAP
C185890;10;10.18;SAP
C185890;10.18;11;SAP
C185890;11;12;SAP
C185890;12;13;SAP
C185890;13;14;SAP
C185890;14;15;SAP
C185890;15;15.78;SAP
C185890;15.78;16;SAP
C185890;16;17;SAP
C185890;17;18;SAP
C185890;18;19;SAP
C185890;19;20;SAP
C185890;20;20.6;BR
C185890;20.6;21;BR
C185890;21;22;BR
C185890;22;23;BR
C185890;23;24;BR
C185890;24;25;BR
C185917;0;1;LIM
C185917;1;2;LIM
C185917;2;3;LIM
C185917;3;4;LIM
C185917;4;5;LIM
C185917;5;6;LIM
C185917;6;7;LIM
C185917;7;8;LIM
C185917;8;9;LIM
C185917;9;10;LIM
C185917;10;11;LIM
C185917;11;12;LIM
C185917;12;13;SAP
C185917;13;14;SAP
C185917;14;15;SAP
C185917;15;15.2;SAP
C185917;15.2;16;SAP
C185917;16;16.4;BR
C185917;16.4;17;BR
C185917;17;18;BR
C185917;18;19;BR
C185918;0;1;LIM
C185918;1;2;LIM
C185918;2;3;LIM
C185918;3;4;LIM
C185918;4;5;LIM
C185918;5;6;SAP
C185918;6;7;SAP
C185918;7;8;SAP
C185918;8;9;SAP
C185918;9;9.7;SAP
C185918;9.7;10;SAP
C185918;10;10.7;BR
C185918;10.7;11;BR
C185918;11;12;BR
C185918;12;13;BR
C185919;0;1;LIM
C185919;1;2;LIM
C185919;2;3;LIM
C185919;3;4;LIM
C185919;4;5;LIM
C185919;5;6;LIM
C185919;6;7;LIM
C185919;7;8;SAP
C185919;8;9;SAP
C185919;9;10;SAP
C185919;10;11;SAP
C185919;11;12;SAP
C185919;12;13;SAP
C185919;13;14;SAP
C185919;14;15;SAP
C185919;15;16;BR
C185920;0;1;LIM
C185920;1;2;LIM
C185920;2;3;LIM
C185920;3;4;LIM
C185920;4;5;LIM
C185920;5;6;LIM
C185920;6;7;LIM
C185920;7;8;LIM
C185920;8;9;SAP
C185920;9;10;SAP
C185920;10;11;SAP
C185920;11;12;SAP
C185920;12;13;SAP
C185920;13;13.83;SAP
C185920;13.83;14;SAP
C185920;14;15;BR
C185920;15;16;BR
C185921;0;1;LIM
C185921;1;2;LIM
C185921;2;3;LIM
C185921;3;4;LIM
C185921;4;5;LIM
C185921;5;6;LIM
C185921;6;7;LIM
C185921;7;8;LIM
C185921;8;9;LIM
C185921;9;10;LIM
C185921;10;11;LIM
C185921;11;12;SAP
C185921;12;13;SAP
C185921;13;13.18;SAP
C185921;13.18;14;BR
C185921;14;15;BR
C185921;15;16;BR
C185921;16;16.45;BR
C185922;0;1;LIM
C185922;1;2;LIM
C185922;2;3;LIM
C185922;3;4;LIM
C185922;4;5;LIM
C185922;5;6;LIM
C185922;6;7;LIM
C185922;7;8;LIM
C185922;8;9;LIM
C185922;9;10;LIM
C185922;10;11;LIM
C185922;11;11.19;SAP
C185922;11.19;12;SAP
C185922;12;13;SAP
C185922;13;14;SAP
C185922;14;15;SAP
C185922;15;16;SAP
C185922;16;16.35;SAP
C185922;16.35;16.7;SAP
C185922;16.7;17;SAP
C185922;17;18;BR
C185922;18;19;BR
C185922;19;20;BR
C185922;20;21;BR
C185922;21;22;BR
C185922;22;23;BR
C185923;0;1;LIM
C185923;1;2;LIM
C185923;2;3;LIM
C185923;3;4;LIM
C185923;4;5;LIM
C185923;5;6;LIM
C185923;6;7;LIM
C185923;7;8;LIM
C185923;8;9;LIM
C185923;9;10;LIM
C185923;10;11;SAP
C185923;11;12;SAP
C185923;12;12.45;SAP
C185923;12.45;13;SAP
C185923;13;14;BR
C185923;14;15;BR
C185923;15;16;BR
C185923;16;17;BR
C185924;0;1;LIM
C185924;1;2;LIM
C185924;2;3;LIM
C185924;3;4;LIM
C185924;4;5;LIM
C185924;5;6;LIM
C185924;6;7;LIM
C185924;7;8;LIM
C185924;8;9;LIM
C185924;9;9.28;LIM
C185924;9.28;9.63;LIM
C185924;9.63;10;LIM
C185924;10;11;LIM
C185924;11;12;LIM
C185924;12;12.8;SAP
C185924;12.8;13;SAP
C185924;13;14;BR
C185924;14;15;BR
C185924;15;16;BR
C185925;0;1;LIM
C185925;1;2;LIM
C185925;2;3;LIM
C185925;3;4;LIM
C185925;4;5;LIM
C185925;5;6;LIM
C185925;6;7;LIM
C185925;7;8;LIM
C185925;8;9;SAP
C185925;9;10;SAP
C185925;10;11;SAP
C185925;11;12;SAP
C185925;12;12.25;SAP
C185925;12.25;13;SAP
C185925;13;14;SAP
C185925;14;15;SAP
C185925;15;15.5;BR
C185925;15.5;15.67;BR
C185925;15.67;16;BR
C185925;16;17;BR
C185925;17;17.5;BR
C185925;17.5;17.7;BR
C185925;17.7;18;BR
C185925;18;18.5;BR
C185925;18.5;19;BR
C185925;19;20;BR
C185925;20;21;BR
C185926;0;1;LIM
C185926;1;2;LIM
C185926;2;3;LIM
C185926;3;4;LIM
C185926;4;5;LIM
C185926;5;6;LIM
C185926;6;7;LIM
C185926;7;8;LIM
C185926;8;9;LIM
C185926;9;10;LIM
C185926;10;11;LIM
C185926;11;12;LIM
C185926;12;13;LIM
C185926;13;14;LIM
C185926;14;15;LIM
C185926;15;16;LIM
C185926;16;17;LIM
C185926;17;18;LIM
C185926;18;19;LIM
C185926;19;20;LIM
C185926;20;21;SAP
C185926;21;22;BR
C185926;22;23;BR
C185926;23;24;BR
C185926;24;25;BR
C185926;25;26;BR
C185926;26;27;BR
C185926;27;28;BR
C185927;0;1;LIM
C185927;1;2;LIM
C185927;2;3;LIM
C185927;3;4;LIM
C185927;4;5;LIM
C185927;5;6;LIM
C185927;6;7;LIM
C185927;7;8;LIM
C185927;8;9;LIM
C185927;9;10;LIM
C185927;10;11;LIM
C185927;11;12;SAP
C185927;12;13;SAP
C185927;13;14;SAP
C185927;14;15;SAP
C185927;15;16;SAP
C185927;16;17;SAP
C185927;17;18;SAP
C185927;18;19;SAP
C185927;19;20;SAP
C185927;20;20.62;SAP
C185927;20.62;21;SAP
C185927;21;22;BR
C185927;22;23;BR
C185927;23;24;BR
C185927;24;25;BR
C185928;0;1;LIM
C185928;1;2;LIM
C185928;2;3;LIM
C185928;3;4;LIM
C185928;4;5;LIM
C185928;5;6;LIM
C185928;6;7;LIM
C185928;7;8;LIM
C185928;8;9;LIM
C185928;9;10;LIM
C185928;10;11;LIM
C185928;11;12;LIM
C185928;12;13;LIM
C185928;13;14;SAP
C185928;14;15;BR
C185928;15;16;BR
C185928;16;17;BR
C185930;0;1;LIM
C185930;1;2;LIM
C185930;2;3;LIM
C185930;3;4;LIM
C185930;4;5;LIM
C185930;5;6;LIM
C185930;6;7;LIM
C185930;7;8;SAP
C185930;8;9;SAP
C185930;9;10;SAP
C185930;10;11;SAP
C185930;11;12;SAP
C185930;12;13;SAP
C185930;13;14;SAP
C185930;14;15;SAP
C185930;15;16;SAP
C185930;16;17;SAP
C185930;17;18;SAP
C185930;18;19;SAP
C185930;19;20;SAP
C185930;20;21;SAP
C185930;21;22;SAP
C185930;22;23;SAP
C185930;23;24;SAP
C185930;24;25;SAP
C185930;25;26;SAP
C185930;26;27;BR
C185930;27;27.3;BR
C185930;27.3;28;BR
C185930;28;29;BR
C185930;29;30;BR
C185930;30;30.5;BR
C185931;0;1;LIM
C185931;1;2;LIM
C185931;2;3;LIM
C185931;3;4;LIM
C185931;4;5;LIM
C185931;5;6;LIM
C185931;6;7;LIM
C185931;7;8;LIM
C185931;8;9;LIM
C185931;9;9.5;LIM
C185931;9.5;10;SAP
C185931;10;10.25;SAP
C185931;10.25;10.73;SAP
C185931;10.73;11;SAP
C185931;11;11.35;SAP
C185931;11.35;12;SAP
C185931;12;12.78;SAP
C185931;12.78;13;SAP
C185931;13;14;BR
C185931;14;15;BR
C185931;15;15.5;BR
C185932;0;1;LIM
C185932;1;2;LIM
C185932;2;3;LIM
C185932;3;4;LIM
C185932;4;5;LIM
C185932;5;6;LIM
C185932;6;7;SAP
C185932;7;8;SAP
C185932;8;9;SAP
C185932;9;10;SAP
C185932;10;11;SAP
C185932;11;12;SAP
C185932;12;13;SAP
C185932;13;14;SAP
C185932;14;15;SAP
C185932;15;15.35;SAP
C185932;15.35;16;SAP
C185932;16;16.55;SAP
C185932;16.55;17;BR
C185932;17;18;BR
C185932;18;19;BR
C185934;0.1;1;LIM
C185934;1;2;LIM
C185934;2;3;LIM
C185934;3;4;LIM
C185934;4;5;LIM
C185934;5;6;LIM
C185934;6;7;LIM
C185934;7;8;LIM
C185934;8;9;LIM
C185934;9;10;LIM
C185934;10;11;LIM
C185934;11;12;LIM
C185934;12;13;LIM
C185934;13;14;LIM
C185934;14;14.28;LIM
C185934;14.28;15;LIM
C185934;15;15.19;SAP
C185934;15.19;16;SAP
C185934;16;16.77;SAP
C185934;16.77;17;SAP
C185934;17;18;SAP
C185934;18;19;SAP
C185934;19;20;SAP
C185934;20;21;SAP
C185934;21;21.25;SAP
C185934;21.25;22;SAP
C185934;22;23;SAP
C185934;23;24;SAP
C185934;24;24.55;SAP
C185934;24.55;25;BR
C185934;25;26;BR
C185934;26;27;BR
C185935;0;1;LIM
C185935;1;2;LIM
C185935;2;2.35;LIM
C185935;2.35;3;LIM
C185935;3;4;LIM
C185935;4;5;LIM
C185935;5;6;LIM
C185935;6;7;SAP
C185935;7;8;SAP
C185935;8;8.55;SAP
C185935;8.55;9;BR
C185935;9;10;BR
C185935;10;11;BR
C185935;11;12;BR
C185935;12;12.5;BR
C185936;0;1;LIM
C185936;1;2;LIM
C185936;2;3;LIM
C185936;3;4;LIM
C185936;4;5;LIM
C185936;5;6;LIM
C185936;6;7;LIM
C185936;7;8;LIM
C185936;8;9;SAP
C185936;9;10;SAP
C185936;10;11;SAP
C185936;11;12;SAP
C185936;12;13;SAP
C185936;13;13.25;SAP
C185936;13.25;14;SAP
C185936;14;14.75;BR
C185936;14.75;15;BR
C185936;15;16;BR
C185936;16;17;BR
C185936;17;17.22;BR
C185936;17.22;18;BR
C185936;18;19;BR
C185936;19;20;BR
C185937;0;1;LIM
C185937;1;2;LIM
C185937;2;3;LIM
C185937;3;4;LIM
C185937;4;5;LIM
C185937;5;6;LIM
C185937;6;7;LIM
C185937;7;8;LIM
C185937;8;9;LIM
C185937;9;10;SAP
C185937;10;11;SAP
C185937;11;12;SAP
C185937;12;13;SAP
C185937;13;14;SAP
C185937;14;14.51;SAP
C185937;14.51;15;SAP
C185937;15;15.23;SAP
C185937;15.23;16;SAP
C185937;16;17;SAP
C185937;17;18;SAP
C185937;18;18.62;SAP
C185937;18.62;19;SAP
C185937;19;20;BR
C185937;20;20.48;BR
C185937;20.48;21;BR
C185937;21;22;BR
C185937;22;22.8;BR
C185937;22.8;23;BR
C185937;23;23.56;BR
C185937;23.56;24;BR
C185937;24;25;BR
C185937;25;26;BR
C185938;0;1;LIM
C185938;1;2;LIM
C185938;2;3;LIM
C185938;3;4;LIM
C185938;4;5;LIM
C185938;5;6;LIM
C185938;6;7;LIM
C185938;7;8;LIM
C185938;8;9;LIM
C185938;9;10;LIM
C185938;10;11;LIM
C185938;11;11.77;LIM
C185938;11.77;12;LIM
C185938;12;13;LIM
C185938;13;14;LIM
C185938;14;15;SAP
C185938;15;16;SAP
C185938;16;17;SAP
C185938;17;18;SAP
C185938;18;18.65;SAP
C185938;18.65;19;SAP
C185938;19;20;SAP
C185938;20;21;BR
C185938;21;22;BR
C185938;22;22.5;BR
C185939;0;1;LIM
C185939;1;2;LIM
C185939;2;3;LIM
C185939;3;4;LIM
C185939;4;5;LIM
C185939;5;6;LIM
C185939;6;7;LIM
C185939;7;8;SAP
C185939;8;9;SAP
C185939;9;9.2;BR
C185939;9.2;10;BR
C185939;10;11;BR
C185939;11;12;BR
C185939;12;13;BR
C185940;0;1;LIM
C185940;1;2;LIM
C185940;2;3;LIM
C185940;3;4;LIM
C185940;4;5;LIM
C185940;5;6;LIM
C185940;6;7;LIM
C185940;7;8;LIM
C185940;8;9;LIM
C185940;9;10;LIM
C185940;10;11;SAP
C185940;11;12;SAP
C185940;12;12.53;SAP
C185940;12.53;13;SAP
C185940;13;14;SAP
C185940;14;15;SAP
C185940;15;16;SAP
C185940;16;17;BR
C185940;17;18;BR
C185940;18;18.5;BR
C185941;0;1;LIM
C185941;1;2;LIM
C185941;2;3;LIM
C185941;3;4;LIM
C185941;4;5;LIM
C185941;5;6;LIM
C185941;6;7;LIM
C185941;7;8;SAP
C185941;8;9;SAP
C185941;9;10;SAP
C185941;10;10.24;SAP
C185941;10.24;10.54;SAP
C185941;10.54;11;SAP
C185941;11;12;SAP
C185941;12;13;SAP
C185941;13;14;SAP
C185941;14;15;SAP
C185941;15;16;SAP
C185941;16;17;SAP
C185941;17;18;SAP
C185941;18;19;SAP
C185941;19;20;SAP
C185941;20;20.3;SAP
C185941;20.3;21;SAP
C185941;21;22;SAP
C185941;22;22.5;SAP
C185942;0;1;LIM
C185942;1;2;LIM
C185942;2;3;LIM
C185942;3;4;LIM
C185942;4;5;LIM
C185942;5;6;LIM
C185942;6;7;LIM
C185942;7;8;LIM
C185942;8;9;LIM
C185942;9;10;LIM
C185942;10;11;LIM
C185942;11;12;LIM
C185942;12;13;LIM
C185942;13;14;SAP
C185942;14;15;SAP
C185942;15;15.26;BR
C185942;15.26;16;BR
C185942;16;16.4;BR
C185942;16.4;17;BR
C185942;17;18;BR
C185942;18;19;BR
C185943;0;1;LIM
C185943;1;2;LIM
C185943;2;3;LIM
C185943;3;4;LIM
C185943;4;5;LIM
C185943;5;6;LIM
C185943;6;7;LIM
C185943;7;8;LIM
C185943;8;9;LIM
C185943;9;10;LIM
C185943;10;11;SAP
C185943;11;12;SAP
C185943;12;13;SAP
C185943;13;14;SAP
C185943;14;15;BR
C185943;15;15.5;BR
C185944;0;1;LIM
C185944;1;2;LIM
C185944;2;3;LIM
C185944;3;4;LIM
C185944;4;5;LIM
C185944;5;6;LIM
C185944;6;7;LIM
C185944;7;8;LIM
C185944;8;9;LIM
C185944;9;10;LIM
C185944;10;11;SAP
C185944;11;12;SAP
C185944;12;13;SAP
C185944;13;14;SAP
C185944;14;15;SAP
C185944;15;15.68;SAP
C185944;15.68;16;SAP
C185944;16;17;SAP
C185944;17;17.67;BR
C185944;17.67;18;BR
C185944;18;18.81;BR
C185944;18.81;19;BR
C185944;19;19.38;BR
C185944;19.38;20;BR
C185944;20;21;BR
C185944;21;22;BR
C185944;22;23;BR
C185944;23;24;BR
C185944;24;25;BR
C185944;25;26;BR
C185944;26;27;BR
C185945;0;1;LIM
C185945;1;2;LIM
C185945;2;3;LIM
C185945;3;4;LIM
C185945;4;5;LIM
C185945;5;6;LIM
C185945;6;7;LIM
C185945;7;8;LIM
C185945;8;9;LIM
C185945;9;9.56;SAP
C185945;9.56;9.74;SAP
C185945;9.74;10;SAP
C185945;10;11;BR
C185945;11;11.33;BR
C185945;11.33;12;BR
C185945;12;13;BR
C185945;13;13.33;BR
C185945;13.33;14;BR
C185945;14;14.55;BR
C185945;14.55;15;BR
C185945;15;15.53;BR
C185945;15.53;16;BR
C185945;16;17;BR
C185945;17;18;BR
C185945;18;19;BR
C185968;0;1;LIM
C185968;1;2;LIM
C185968;2;3;LIM
C185968;3;4;LIM
C185968;4;5;LIM
C185968;5;6;LIM
C185968;6;7;LIM
C185968;7;8;LIM
C185968;8;9;SAP
C185968;9;10;SAP
C185968;10;11;SAP
C185968;11;11.73;SAP
C185968;11.73;12;SAP
C185968;12;13;SAP
C185968;13;13.27;SAP
C185968;13.27;14;SAP
C185968;14;15;BR
C185968;15;15.5;BR
C185969;0;1;LIM
C185969;1;2;LIM
C185969;2;3;LIM
C185969;3;4;LIM
C185969;4;5;LIM
C185969;5;6;LIM
C185969;6;7;LIM
C185969;7;8;LIM
C185969;8;9;SAP
C185969;9;9.28;SAP
C185969;9.28;10;SAP
C185969;10;11;SAP
C185969;11;12;SAP
C185969;12;13;SAP
C185969;13;13.42;SAP
C185969;13.42;14;SAP
C185969;14;14.4;SAP
C185969;14.4;15;SAP
C185969;15;16;SAP
C185969;16;17;SAP
C185969;17;18;SAP
